eventId,timeInPeriod,timeRemaining,typeCode,typeDescKey,sortOrder,game_id,situationCode,homeTeamDefendingSide,pptReplayUrl,period_number,period_periodType,period_maxRegulationPeriods,period_otPeriods,detail_eventOwnerTeamId,detail_losingPlayerId,detail_winningPlayerId,detail_xCoord,detail_yCoord,detail_reason,detail_playerId,detail_shotType,detail_shootingPlayerId,detail_goalieInNetId,detail_awaySOG,detail_homeSOG,detail_hittingPlayerId,detail_hitteePlayerId,detail_blockingPlayerId,detail_scoringPlayerId,detail_scoringPlayerTotal,detail_assist1PlayerId,detail_assist1PlayerTotal,detail_assist2PlayerId,detail_assist2PlayerTotal,detail_awayScore,detail_homeScore,detail_secondaryReason,detail_typeCode,detail_descKey,detail_duration,detail_committedByPlayerId,detail_drawnByPlayerId,detail_servedByPlayerId,detail_zoneCode,detail_discreteClip,detail_highlightClipSharingUrl,detail_highlightClip,detail_highlightClipSharingUrlFr,detail_highlightClipFr,detail_discreteClipFr
66,03:53,00:00,525,takeaway,52,2010010003,,,,1,REG,3,,11.0,,,-19.0,26.0,,8473412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,04:05,00:00,503,hit,53,2010010003,,,,1,REG,3,,11.0,,,47.0,-31.0,,,,,,,,8471818.0,8467915.0,,,,,,,,,,,,,,,,,,,,,,,
21,04:11,00:00,508,blocked-shot,54,2010010003,,,,1,REG,3,,29.0,,,-61.0,5.0,,,,8475926.0,,,,,,8475926.0,,,,,,,,,,,,,,,,,,,,,,
68,04:13,00:00,516,stoppage,56,2010010003,,,,1,REG,3,,,,,,,puck-in-crowd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,04:13,00:00,502,faceoff,59,2010010003,,,,1,REG,3,,11.0,8466300.0,8470321.0,-69.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,04:28,00:00,503,hit,60,2010010003,,,,1,REG,3,,11.0,,,-45.0,36.0,,,,,,,,8470321.0,8470317.0,,,,,,,,,,,,,,,,,,,,,,,
23,04:39,00:00,508,blocked-shot,61,2010010003,,,,1,REG,3,,11.0,,,72.0,8.0,,,,8470321.0,,,,,,8470321.0,,,,,,,,,,,,,,,,,,,,,,
71,04:46,00:00,525,takeaway,62,2010010003,,,,1,REG,3,,29.0,,,85.0,31.0,,8466300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,05:02,00:00,503,hit,65,2010010003,,,,1,REG,3,,11.0,,,14.0,33.0,,,,,,,,8475169.0,8474807.0,,,,,,,,,,,,,,,,,,,,,,,
73,05:09,00:00,503,hit,67,2010010003,,,,1,REG,3,,11.0,,,95.0,-8.0,,,,,,,,8470618.0,8470760.0,,,,,,,,,,,,,,,,,,,,,,,
24,05:12,00:00,506,shot-on-goal,68,2010010003,,,,1,REG,3,,11.0,,,59.0,-6.0,,,slap,8471848.0,8464999.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,05:22,00:00,503,hit,69,2010010003,,,,1,REG,3,,29.0,,,20.0,35.0,,,,,,,,8468001.0,8475169.0,,,,,,,,,,,,,,,,,,,,,,,
25,05:35,00:00,506,shot-on-goal,72,2010010003,,,,1,REG,3,,29.0,,,-60.0,-23.0,,,slap,8474685.0,8471715.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,05:42,00:00,506,shot-on-goal,74,2010010003,,,,1,REG,3,,29.0,,,-62.0,9.0,,,snap,8473432.0,8471715.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
75,05:43,00:00,516,stoppage,75,2010010003,,,,1,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,05:43,00:00,502,faceoff,78,2010010003,,,,1,REG,3,,29.0,8473417.0,8471483.0,-68.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,05:48,00:00,505,goal,79,2010010003,,,,1,REG,3,,29.0,,,-32.0,-9.0,,,slap,,8471715.0,,,,,,8471765.0,1.0,8473542.0,1.0,8471483.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,05:48,00:00,502,faceoff,80,2010010003,,,,1,REG,3,,11.0,8471483.0,8473417.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,06:11,00:00,503,hit,81,2010010003,,,,1,REG,3,,11.0,,,-78.0,-38.0,,,,,,,,8472338.0,8473542.0,,,,,,,,,,,,,,,,,,,,,,,
29,06:14,00:00,505,goal,83,2010010003,,,,1,REG,3,,29.0,,,-79.0,2.0,,,tip-in,,8471715.0,,,,,,8471663.0,1.0,8473542.0,2.0,8471483.0,2.0,2.0,0.0,,,,,,,,,,,,,,
78,06:14,00:00,502,faceoff,86,2010010003,,,,1,REG,3,,29.0,8473412.0,8469685.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,06:30,00:00,503,hit,87,2010010003,,,,1,REG,3,,29.0,,,-30.0,-37.0,,,,,,,,8475926.0,9000001.0,,,,,,,,,,,,,,,,,,,,,,,
30,06:38,00:00,508,blocked-shot,88,2010010003,,,,1,REG,3,,29.0,,,-69.0,-11.0,,,,8475926.0,,,,,,8475926.0,,,,,,,,,,,,,,,,,,,,,,
31,06:54,00:00,506,shot-on-goal,90,2010010003,,,,1,REG,3,,29.0,,,-67.0,-23.0,,,wrist,8474207.0,8471715.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
32,07:00,00:00,507,missed-shot,92,2010010003,,,,1,REG,3,,29.0,,,-85.0,-12.0,wide-of-net,,,8469685.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,07:13,00:00,525,takeaway,94,2010010003,,,,1,REG,3,,11.0,,,84.0,21.0,,8470280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,07:51,00:00,525,takeaway,97,2010010003,,,,1,REG,3,,11.0,,,-85.0,29.0,,8475788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,08:00,00:00,503,hit,99,2010010003,,,,1,REG,3,,29.0,,,92.0,30.0,,,,,,,,8471765.0,8470618.0,,,,,,,,,,,,,,,,,,,,,,,
33,08:02,00:00,506,shot-on-goal,100,2010010003,,,,1,REG,3,,11.0,,,37.0,-13.0,,,slap,8472338.0,8464999.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
83,08:14,00:00,525,takeaway,102,2010010003,,,,1,REG,3,,11.0,,,-40.0,-33.0,,8472338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,08:19,00:00,503,hit,103,2010010003,,,,1,REG,3,,29.0,,,12.0,-36.0,,,,,,,,8473432.0,8470618.0,,,,,,,,,,,,,,,,,,,,,,,
34,08:20,00:00,506,shot-on-goal,104,2010010003,,,,1,REG,3,,11.0,,,72.0,-26.0,,,wrist,8475169.0,8464999.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
85,08:22,00:00,516,stoppage,106,2010010003,,,,1,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,tv-timeout,,,,,,,,,,,,,
86,08:22,00:00,502,faceoff,109,2010010003,,,,1,REG,3,,29.0,8475788.0,8468001.0,69.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,08:32,00:00,503,hit,110,2010010003,,,,1,REG,3,,11.0,,,-97.0,18.0,,,,,,,,9000001.0,8474685.0,,,,,,,,,,,,,,,,,,,,,,,
88,08:40,00:00,516,stoppage,111,2010010003,,,,1,REG,3,,,,,,,puck-in-crowd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,08:40,00:00,502,faceoff,114,2010010003,,,,1,REG,3,,11.0,8471483.0,8473417.0,-18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,09:01,00:00,503,hit,115,2010010003,,,,1,REG,3,,29.0,,,98.0,-28.0,,,,,,,,8474698.0,8474049.0,,,,,,,,,,,,,,,,,,,,,,,
90,09:30,00:00,504,giveaway,121,2010010003,,,,1,REG,3,,29.0,,,95.0,-6.0,,8464999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,09:38,00:00,503,hit,122,2010010003,,,,1,REG,3,,29.0,,,93.0,-33.0,,,,,,,,8469685.0,8471223.0,,,,,,,,,,,,,,,,,,,,,,,
36,09:42,00:00,503,hit,123,2010010003,,,,1,REG,3,,11.0,,,60.0,38.0,,,,,,,,8473412.0,9000002.0,,,,,,,,,,,,,,,,,,,,,,,
92,09:57,00:00,525,takeaway,124,2010010003,,,,1,REG,3,,11.0,,,-29.0,24.0,,8471848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,10:10,00:00,503,hit,128,2010010003,,,,1,REG,3,,11.0,,,-2.0,-41.0,,,,,,,,8474146.0,8475926.0,,,,,,,,,,,,,,,,,,,,,,,
94,10:17,00:00,503,hit,130,2010010003,,,,1,REG,3,,11.0,,,2.0,-34.0,,,,,,,,8470280.0,8475926.0,,,,,,,,,,,,,,,,,,,,,,,
37,10:25,00:00,506,shot-on-goal,131,2010010003,,,,1,REG,3,,11.0,,,80.0,4.0,,,tip-in,8470280.0,8464999.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
38,10:27,00:00,506,shot-on-goal,133,2010010003,,,,1,REG,3,,11.0,,,63.0,14.0,,,wrist,8470280.0,8464999.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
95,10:42,00:00,509,penalty,135,2010010003,,,,1,REG,3,,29.0,,,58.0,12.0,,,,,,,,,,,,,,,,,,,,MIN,holding,2.0,8470317.0,8475788.0,,,,,,,,
97,10:42,00:00,516,stoppage,137,2010010003,,,,1,REG,3,,,,,,,tv-timeout,,,,,,,,,,,,,,,,,,tv-timeout,,,,,,,,,,,,,
39,10:42,00:00,502,faceoff,140,2010010003,,,,1,REG,3,,29.0,8475788.0,8466300.0,70.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,11:01,00:00,504,giveaway,141,2010010003,,,,1,REG,3,,11.0,,,-37.0,-27.0,,8470618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,11:02,00:00,507,missed-shot,142,2010010003,,,,1,REG,3,,29.0,,,-35.0,8.0,wide-of-net,,,8467915.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,11:12,00:00,525,takeaway,144,2010010003,,,,1,REG,3,,11.0,,,64.0,-28.0,,8475169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,11:52,00:00,506,shot-on-goal,148,2010010003,,,,1,REG,3,,11.0,,,42.0,-15.0,,,slap,9000001.0,8464999.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,12:37,00:00,509,penalty,152,2010010003,,,,1,REG,3,,29.0,,,49.0,35.0,,,,,,,,,,,,,,,,,,,,MAJ,fighting,5.0,8467915.0,8474624.0,,,,,,,,
99,12:37,00:00,509,penalty,154,2010010003,,,,1,REG,3,,11.0,,,33.0,34.0,,,,,,,,,,,,,,,,,,,,MAJ,fighting,5.0,8474624.0,8467915.0,,,,,,,,
47,12:37,00:00,502,faceoff,158,2010010003,,,,1,REG,3,,11.0,8469685.0,8470321.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,12:51,00:00,504,giveaway,161,2010010003,,,,1,REG,3,,11.0,,,43.0,-27.0,,8471223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,12:54,00:00,506,shot-on-goal,162,2010010003,,,,1,REG,3,,29.0,,,-72.0,-21.0,,,snap,8475926.0,8471715.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
252,13:10,00:00,503,hit,165,2010010003,,,,1,REG,3,,11.0,,,12.0,35.0,,,,,,,,8475169.0,9000002.0,,,,,,,,,,,,,,,,,,,,,,,
253,13:19,00:00,504,giveaway,168,2010010003,,,,1,REG,3,,11.0,,,-67.0,-10.0,,8471223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,13:22,00:00,506,shot-on-goal,169,2010010003,,,,1,REG,3,,29.0,,,-34.0,-25.0,,,slap,8470760.0,8471715.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
254,13:41,00:00,503,hit,171,2010010003,,,,1,REG,3,,29.0,,,92.0,29.0,,,,,,,,8470760.0,8470618.0,,,,,,,,,,,,,,,,,,,,,,,
255,13:57,00:00,509,penalty,174,2010010003,,,,1,REG,3,,29.0,,,,,,,,,,,,,,,,,,,,,,,,MIN,boarding,2.0,8474685.0,8472338.0,,,,,,,,
50,13:57,00:00,502,faceoff,178,2010010003,,,,1,REG,3,,29.0,8473412.0,8471483.0,70.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,14:10,00:00,507,missed-shot,179,2010010003,,,,1,REG,3,,11.0,,,39.0,14.0,wide-of-net,,,8468493.0,8470263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,14:41,00:00,506,shot-on-goal,181,2010010003,,,,1,REG,3,,11.0,,,38.0,-15.0,,,snap,8472338.0,8464999.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
203,14:49,00:00,506,shot-on-goal,182,2010010003,,,,1,REG,3,,11.0,,,39.0,19.0,,,slap,8473412.0,8464999.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
204,14:59,00:00,507,missed-shot,183,2010010003,,,,1,REG,3,,11.0,,,76.0,-10.0,goalpost,,,8472338.0,8470263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,15:00,00:00,505,goal,184,2010010003,,,,1,REG,3,,11.0,,,78.0,3.0,,,wrist,,8464999.0,,,,,,8473412.0,1.0,8472338.0,1.0,8471818.0,1.0,2.0,1.0,,,,,,,,,,,,,,
257,15:00,00:00,502,faceoff,188,2010010003,,,,1,REG,3,,11.0,8468001.0,8473417.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,15:07,00:00,508,blocked-shot,189,2010010003,,,,1,REG,3,,11.0,,,66.0,1.0,,,,8474049.0,,,,,,8474049.0,,,,,,,,,,,,,,,,,,,,,,
258,15:19,00:00,516,stoppage,190,2010010003,,,,1,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,tv-timeout,,,,,,,,,,,,,
207,15:19,00:00,503,hit,191,2010010003,,,,1,REG,3,,11.0,,,-14.0,-25.0,,,,,,,,9000001.0,8473542.0,,,,,,,,,,,,,,,,,,,,,,,
208,15:19,00:00,502,faceoff,193,2010010003,,,,1,REG,3,,29.0,8473417.0,8466300.0,-69.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,15:21,00:00,506,shot-on-goal,194,2010010003,,,,1,REG,3,,29.0,,,-35.0,20.0,,,slap,8474807.0,8471715.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
259,15:42,00:00,525,takeaway,195,2010010003,,,,1,REG,3,,29.0,,,7.0,30.0,,8470317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,15:53,00:00,507,missed-shot,196,2010010003,,,,1,REG,3,,29.0,,,-34.0,-13.0,wide-of-net,,,8474207.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,16:09,00:00,506,shot-on-goal,198,2010010003,,,,1,REG,3,,29.0,,,-19.0,-23.0,,,wrist,8475748.0,8471715.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
260,17:02,00:00,503,hit,205,2010010003,,,,1,REG,3,,11.0,,,13.0,-26.0,,,,,,,,8475169.0,8473542.0,,,,,,,,,,,,,,,,,,,,,,,
261,17:52,00:00,516,stoppage,211,2010010003,,,,1,REG,3,,,,,,,icing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,17:52,00:00,502,faceoff,215,2010010003,,,,1,REG,3,,29.0,8473412.0,8468001.0,-69.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,18:00,00:00,525,takeaway,216,2010010003,,,,1,REG,3,,11.0,,,-35.0,33.0,,8470741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,18:02,00:00,506,shot-on-goal,217,2010010003,,,,1,REG,3,,11.0,,,40.0,-2.0,,,wrist,8471818.0,8464999.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
263,18:45,00:00,503,hit,223,2010010003,,,,1,REG,3,,11.0,,,55.0,-29.0,,,,,,,,8475169.0,8469685.0,,,,,,,,,,,,,,,,,,,,,,,
214,19:06,00:00,507,missed-shot,226,2010010003,,,,1,REG,3,,29.0,,,-33.0,15.0,hit-crossbar,,,8470317.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,19:25,00:00,525,takeaway,229,2010010003,,,,1,REG,3,,11.0,,,48.0,-30.0,,8474146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,19:46,00:00,503,hit,232,2010010003,,,,1,REG,3,,11.0,,,81.0,-38.0,,,,,,,,8474146.0,8471765.0,,,,,,,,,,,,,,,,,,,,,,,
215,20:00,00:00,521,period-end,233,2010010003,,,,1,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,00:00,00:00,520,period-start,240,2010010003,,,,2,REG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,00:00,00:00,502,faceoff,241,2010010003,,,,2,REG,3,,29.0,8473412.0,8468001.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,00:08,00:00,516,stoppage,242,2010010003,,,,2,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,00:08,00:00,502,faceoff,243,2010010003,,,,2,REG,3,,11.0,8468001.0,8473412.0,71.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,00:33,00:00,508,blocked-shot,244,2010010003,,,,2,REG,3,,11.0,,,-69.0,-12.0,,,,8473459.0,,,,,,8473459.0,,,,,,,,,,,,,,,,,,,,,,
224,00:47,00:00,508,blocked-shot,247,2010010003,,,,2,REG,3,,29.0,,,73.0,-7.0,,,,8474698.0,,,,,,8474698.0,,,,,,,,,,,,,,,,,,,,,,
225,01:15,00:00,506,shot-on-goal,249,2010010003,,,,2,REG,3,,11.0,,,-53.0,-5.0,,,wrist,8474146.0,8464999.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
267,01:16,00:00,516,stoppage,251,2010010003,,,,2,REG,3,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,01:16,00:00,502,faceoff,254,2010010003,,,,2,REG,3,,11.0,8469685.0,8475788.0,-69.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,01:30,00:00,505,goal,255,2010010003,,,,2,REG,3,,29.0,,,71.0,-12.0,,,wrist,,8471715.0,,,,,,8475926.0,1.0,9000002.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,
268,01:30,00:00,502,faceoff,256,2010010003,,,,2,REG,3,,29.0,8475788.0,8469685.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,02:00,00:00,525,takeaway,259,2010010003,,,,2,REG,3,,29.0,,,44.0,-19.0,,9000002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,02:01,00:00,506,shot-on-goal,260,2010010003,,,,2,REG,3,,29.0,,,78.0,-9.0,,,backhand,8475748.0,8471715.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
271,02:02,00:00,509,penalty,261,2010010003,,,,2,REG,3,,11.0,,,82.0,5.0,,,,,,,,,,,,,,,,,,,,MIN,hooking,2.0,8475788.0,8475748.0,,,,,,,,
229,02:02,00:00,502,faceoff,265,2010010003,,,,2,REG,3,,11.0,8468001.0,8473412.0,69.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,02:21,00:00,508,blocked-shot,266,2010010003,,,,2,REG,3,,29.0,,,49.0,5.0,,,,8467915.0,,,,,,8467915.0,,,,,,,,,,,,,,,,,,,,,,
231,02:25,00:00,507,missed-shot,267,2010010003,,,,2,REG,3,,29.0,,,66.0,-31.0,wide-of-net,,,8468001.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,02:37,00:00,516,stoppage,268,2010010003,,,,2,REG,3,,,,,,,puck-in-crowd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,02:37,00:00,502,faceoff,271,2010010003,,,,2,REG,3,,29.0,8475169.0,8471663.0,70.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,02:57,00:00,506,shot-on-goal,272,2010010003,,,,2,REG,3,,29.0,,,74.0,3.0,,,wrist,8471663.0,8471715.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
234,04:10,00:00,507,missed-shot,280,2010010003,,,,2,REG,3,,29.0,,,81.0,20.0,wide-of-net,,,8474698.0,8471715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,04:40,00:00,503,hit,285,2010010003,,,,2,REG,3,,11.0,,,78.0,-20.0,,,,,,,,8473459.0,8469685.0,,,,,,,,,,,,,,,,,,,,,,,
